,PassengerNumber,Name,HomePlanet,Destination,deck,numofcabin,side,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
5201,5545,Nance Rigginsen,Earth,TRAPPIST-1e,G,894,S,0,True,False,0,0,0,0,0,True
5202,5546,Wasatan Brathful,Europa,55 Cancri e,D,176,P,28,False,False,550,5203,0,2244,1624,False
5203,5550,Robyna Poperez,Earth,TRAPPIST-1e,G,895,S,33,False,False,127,745,9,0,0,True
5204,5551,Rayley Foledges,Earth,TRAPPIST-1e,G,888,P,22,True,False,0,0,0,0,0,True
5205,5552,Skix Potie,Mars,TRAPPIST-1e,F,1150,P,28,False,False,0,0,0,0,0,False
5206,5552,Oatch Potie,Mars,TRAPPIST-1e,F,1150,P,11,True,False,0,0,0,0,0,True
5207,5552,Chonk Potie,Mars,TRAPPIST-1e,F,1150,P,60,False,False,51,10,754,1412,137,False
5208,5555,Winia Blanglison,Earth,TRAPPIST-1e,G,896,S,43,False,False,1,0,213,7,701,True
5209,5556,Jona Hanner,Earth,TRAPPIST-1e,E,361,S,27,False,False,0,1,667,897,43,False
5210,5557,Jerek Mathison,Earth,TRAPPIST-1e,G,890,P,37,True,False,0,0,0,0,0,True
5211,5559,Mollie Mcmahoney,Earth,55 Cancri e,G,897,S,23,True,False,0,0,0,0,0,True
5212,5560,Tyog Birte,Mars,TRAPPIST-1e,D,168,S,57,False,False,1696,0,1006,0,27,False
5213,5561,Diskeh Fueling,Europa,TRAPPIST-1e,A,51,P,29,True,False,0,0,0,0,0,True
5214,5561,Cellus Fueling,Europa,TRAPPIST-1e,A,51,P,28,False,False,0,175,0,214,7461,False
5215,5561,Gluinol Fueling,Europa,TRAPPIST-1e,A,51,P,42,False,False,0,890,2929,352,4898,False
5216,5561,Ankab Fueling,Europa,TRAPPIST-1e,A,51,P,43,False,False,7,494,2473,443,71,False
5217,5563,Maham Cattyried,Europa,TRAPPIST-1e,C,176,P,26,True,False,0,0,0,0,0,True
5218,5566,Gluinon Gloyanthy,Europa,55 Cancri e,E,349,P,72,False,False,2445,3023,0,704,20,False
5219,5568,Winons Covetive,Europa,TRAPPIST-1e,B,188,P,49,False,False,0,3991,298,289,2740,False
5220,5568,Merabik Covetive,Europa,55 Cancri e,B,188,P,29,True,True,0,0,0,0,0,True
5221,5569,Brance Mcfarleys,Earth,TRAPPIST-1e,G,891,P,18,True,False,0,0,0,0,0,False
5222,5571,Delley Nichoan,Earth,55 Cancri e,G,900,S,26,False,False,0,406,0,0,503,True
5223,5572,Gicket Pane,Mars,55 Cancri e,F,1153,P,19,True,False,0,0,0,0,0,True
5224,5573,Mariel Gilleranks,Earth,55 Cancri e,F,1154,P,18,False,False,749,0,74,0,0,False
5225,5574,Dorah Polliamposs,Earth,55 Cancri e,F,1155,P,14,False,False,714,237,0,587,1,False
5226,5575,Bares Nacke,Mars,TRAPPIST-1e,F,1156,P,44,False,False,583,0,222,0,1560,False
5227,5575,Heers Nacke,Mars,TRAPPIST-1e,F,1156,P,34,True,False,0,0,0,0,0,True
5228,5578,Verney Gainebergan,Earth,55 Cancri e,G,892,P,18,True,False,0,0,0,0,0,True
5229,5580,Anae Vaught,Earth,PSO J318.5-22,G,902,S,36,True,False,0,0,0,0,0,True
5230,5581,Alpha Frolestty,Europa,55 Cancri e,B,212,S,27,True,False,0,0,0,0,0,True
5231,5582,Patoya Hersons,Earth,TRAPPIST-1e,G,893,P,35,False,False,753,335,1,348,0,False
5232,5583,Taura Inghtal,Europa,TRAPPIST-1e,D,170,S,52,False,False,5,3514,31,601,13,True
5233,5585,Vanez Popelazquez,Earth,PSO J318.5-22,G,894,P,22,False,False,688,5,80,0,0,False
5234,5585,Velyne Popelazquez,Earth,TRAPPIST-1e,F,1158,P,34,False,False,245,0,542,0,19,True
5235,5586,Elanda Reyersendry,Earth,PSO J318.5-22,G,895,P,37,False,False,0,0,6,746,1,False
5236,5587,Dianie Deckerson,Earth,55 Cancri e,F,1159,P,22,False,False,654,2,83,0,0,False
5237,5589,Fayen Hermanapp,Earth,TRAPPIST-1e,F,1160,P,26,False,False,0,786,0,11,83,True
5238,5591,Elene Ewiseston,Earth,55 Cancri e,E,363,S,14,False,False,590,9,0,0,192,False
5239,5592,Wheard Quith,Mars,55 Cancri e,F,1161,P,53,True,False,0,0,0,0,0,True
5240,5594,Verney Lewinton,Earth,TRAPPIST-1e,F,1163,P,17,False,False,0,823,0,1168,14,False
5241,5595,Sonard Craftstens,Earth,TRAPPIST-1e,F,1067,S,30,False,False,0,1,0,870,0,False
5242,5596,Mothab Sorbitter,Europa,TRAPPIST-1e,D,179,P,65,False,False,0,722,302,103,2659,False
5243,5598,Lulah Thony,Earth,TRAPPIST-1e,G,903,S,19,False,False,0,0,500,2,208,True
5244,5599,Saxino Caming,Europa,55 Cancri e,E,364,S,36,False,False,380,686,0,295,1247,False
5245,5601,Bertle Vandan,Earth,TRAPPIST-1e,G,904,S,3,True,False,0,0,0,0,0,True
5246,5601,Fery Vandan,Earth,TRAPPIST-1e,G,904,S,6,False,False,0,0,0,0,0,True
5247,5601,Jacque Vandan,Earth,55 Cancri e,G,431,S,4,False,False,0,0,0,0,0,True
5248,5601,Vanney Vandan,Earth,TRAPPIST-1e,F,1069,S,21,False,False,958,1668,82,0,78,True
5249,5601,Maya Vandan,Earth,55 Cancri e,G,904,S,8,True,False,0,0,0,0,0,True
5250,5602,Castab Sedece,Europa,TRAPPIST-1e,B,190,P,35,True,False,0,0,0,0,0,True
5251,5602,Hadirk Sedece,Europa,55 Cancri e,B,190,P,18,False,False,0,3268,0,436,342,True
5252,5603,Kocha Cluitty,Earth,TRAPPIST-1e,E,365,S,34,False,False,170,1256,0,3926,7121,False
5253,5606,Algor Paterpad,Europa,55 Cancri e,B,213,S,45,True,False,0,0,0,0,0,True
5254,5606,Brab Dectory,Europa,TRAPPIST-1e,B,213,S,31,False,False,0,1219,7,104,1082,True
5255,5608,Son Mclainez,Earth,TRAPPIST-1e,F,1164,P,14,False,False,30,757,115,0,0,True
5256,5609,Breney Russon,Earth,TRAPPIST-1e,G,897,P,23,False,False,765,5,0,0,0,False
5257,5610,Tach Dicely,Europa,TRAPPIST-1e,B,214,S,61,True,False,0,0,0,0,0,True
5258,5610,Atinon Dicely,Europa,55 Cancri e,B,214,S,54,False,True,0,7996,0,4549,10206,False
5259,5611,Medion Clutchor,Europa,TRAPPIST-1e,D,171,S,28,True,False,0,0,0,0,0,True
5260,5611,Grum Clutchor,Europa,TRAPPIST-1e,D,171,S,46,False,False,0,3477,0,1,5543,False
5261,5613,Leene Hardonald,Earth,TRAPPIST-1e,F,1072,S,32,False,False,125,874,0,180,1,True
5262,5614,Tyrony Coolerson,Earth,55 Cancri e,G,906,S,49,True,False,0,0,0,0,0,True
5263,5615,Tine Wardendez,Earth,55 Cancri e,G,907,S,20,True,False,0,0,0,0,0,True
5264,5616,Yolace Fryersonis,Earth,PSO J318.5-22,F,1073,S,25,False,False,458,240,0,239,0,True
5265,5618,Jenn Lynnerett,Earth,TRAPPIST-1e,F,1075,S,19,False,False,0,785,0,0,19,True
5266,5619,Gordo Freder,Earth,55 Cancri e,G,908,S,28,True,False,0,0,0,0,0,True
5267,5622,Jenn Nolds,Earth,TRAPPIST-1e,F,1076,S,68,False,False,0,0,970,0,0,True
5268,5623,Helly Gouldensen,Earth,TRAPPIST-1e,G,898,P,16,True,False,0,0,0,0,0,True
5269,5625,Trise Cart,Mars,TRAPPIST-1e,E,352,P,19,True,False,0,0,0,0,0,False
5270,5625,Cros Nane,Mars,PSO J318.5-22,E,352,P,49,False,False,0,0,0,0,0,False
5271,5625,Ming Cart,Mars,TRAPPIST-1e,E,352,P,15,False,False,890,9,0,1250,57,False
5272,5625,Tops Cart,Mars,TRAPPIST-1e,E,352,P,26,True,False,0,0,0,0,0,True
5273,5625,Bonyam Berges,Mars,TRAPPIST-1e,E,352,P,22,False,False,804,0,378,0,0,False
5274,5626,Fayen Vinston,Earth,PSO J318.5-22,G,911,S,23,True,False,0,0,0,0,0,True
5275,5627,Nelsie Stanters,Earth,TRAPPIST-1e,G,899,P,31,False,False,0,0,0,0,0,False
5276,5628,Ebonya Potthews,Earth,TRAPPIST-1e,G,900,P,27,True,False,0,0,0,0,0,False
5277,5629,Jaye Sterson,Earth,TRAPPIST-1e,G,901,P,28,True,False,0,0,0,0,0,True
5278,5631,Bel Boltond,Earth,TRAPPIST-1e,F,1166,P,20,False,False,47,0,0,0,2711,False
5279,5637,Sonard Simson,Earth,TRAPPIST-1e,F,1168,P,43,False,False,1,8,0,0,715,False
5280,5639,Bel Ewins,Earth,TRAPPIST-1e,G,913,S,22,False,False,19,9,0,0,594,True
5281,5640,Kaffias Rinicapead,Europa,TRAPPIST-1e,E,368,S,27,True,False,0,0,0,0,0,True
5282,5642,Geonkaa Supred,Europa,TRAPPIST-1e,B,216,S,35,True,False,0,0,0,0,0,True
5283,5642,Isoton Supred,Europa,55 Cancri e,F,925,S,37,True,False,0,0,0,0,0,True
5284,5643,Latsts Karte,Mars,TRAPPIST-1e,F,1077,S,24,False,False,158,0,1594,1,0,True
5285,5643,Berty Whiters,Mars,55 Cancri e,F,1077,S,18,False,False,2803,0,17,0,0,False
5286,5643,Eaturs Karte,Mars,TRAPPIST-1e,F,1077,S,15,False,False,643,0,45,0,10,False
5287,5644,Gut Hake,Mars,TRAPPIST-1e,F,1169,P,28,False,False,1909,0,0,0,6,False
5288,5645,Olly Wagnerray,Earth,TRAPPIST-1e,F,1078,S,24,False,False,0,117,2134,0,0,True
5289,5646,Lerome Barrelliver,Mars,55 Cancri e,F,1079,S,39,True,False,0,0,0,0,0,True
5290,5647,Dyonevi Matoltuble,Europa,TRAPPIST-1e,C,178,P,35,True,False,0,0,0,0,0,True
5291,5647,Chabih Matoltuble,Europa,55 Cancri e,C,178,P,52,False,False,0,1425,31,0,1320,True
5292,5647,Majoram Tachor,Europa,TRAPPIST-1e,C,178,P,48,False,False,0,1,0,2851,1478,False
5293,5648,Edaruma Braned,Europa,55 Cancri e,C,179,P,27,False,False,332,918,0,5,4817,False
5294,5648,Unukath Braned,Europa,55 Cancri e,C,179,P,50,False,False,0,103,0,240,8221,False
5295,5650,Elsane Coopezmaney,Earth,TRAPPIST-1e,G,902,P,24,False,False,56,22,285,1453,0,False
5296,5651,Kentha Franton,Earth,PSO J318.5-22,G,915,S,26,False,False,807,0,0,0,40,True
5297,5652,Erice Franchaney,Earth,TRAPPIST-1e,F,1171,P,24,False,False,215,0,0,0,350,False
5298,5653,Hanne Wardendez,Earth,TRAPPIST-1e,G,903,P,15,True,False,0,0,0,0,0,False
5299,5655,Laude Browlerson,Earth,PSO J318.5-22,F,1172,P,42,False,False,1188,39,3,3,0,False
5300,5659,Letta Alberts,Earth,TRAPPIST-1e,F,1175,P,51,False,False,0,0,0,0,880,False
5301,5661,Elany Ellahan,Earth,PSO J318.5-22,E,355,P,43,False,False,635,53,0,3,0,True
5302,5661,Vane Ellahan,Earth,55 Cancri e,G,905,P,31,True,False,0,0,0,0,0,False
5303,5662,Alendy Wolferguson,Earth,TRAPPIST-1e,G,916,S,14,True,False,0,0,0,0,0,True
5304,5662,Karia Wolferguson,Earth,TRAPPIST-1e,F,1080,S,31,False,False,13,0,0,679,0,False
5305,5663,Alsuud Ressing,Europa,TRAPPIST-1e,A,71,S,33,False,False,0,1513,5,63,144,True
5306,5667,Moniey Combson,Earth,55 Cancri e,G,906,P,21,False,False,0,496,0,3867,30,False
5307,5671,Berly Acobsond,Earth,TRAPPIST-1e,G,907,P,13,False,False,56,1706,15,0,23,False
5308,5673,Pattin Bradlerson,Earth,TRAPPIST-1e,F,1083,S,29,False,False,286,545,0,0,0,True
5309,5674,Alrain Unsible,Europa,TRAPPIST-1e,B,217,S,22,False,False,0,11594,0,10247,1,False
5310,5677,Hoces Fisun,Mars,TRAPPIST-1e,E,357,P,22,False,False,1035,0,264,0,0,False
5311,5679,Loise Casonston,Earth,PSO J318.5-22,G,920,S,18,True,False,0,0,0,0,0,True
5312,5679,Shelle Casonston,Earth,55 Cancri e,G,920,S,35,True,False,0,0,0,0,0,True
5313,5679,Jennya Casonston,Earth,TRAPPIST-1e,G,920,S,20,True,False,0,0,0,0,0,True
5314,5680,Ryanne Blanglison,Earth,TRAPPIST-1e,E,359,P,18,False,False,0,0,1609,0,0,True
5315,5681,Jodip Ellson,Earth,TRAPPIST-1e,G,921,S,66,True,False,0,0,0,0,0,True
5316,5684,Zaninon Busive,Earth,TRAPPIST-1e,B,218,S,33,True,False,0,0,0,0,0,True
5317,5684,Azhah Busive,Europa,55 Cancri e,B,218,S,48,True,False,0,0,0,0,0,True
5318,5684,Genubik Busive,Europa,55 Cancri e,B,218,S,38,False,False,0,1198,48,278,1244,False
5319,5684,Okulus Folhal,Europa,TRAPPIST-1e,B,218,S,62,True,False,0,0,0,0,0,True
5320,5685,Ianne Bryants,Earth,TRAPPIST-1e,G,910,P,19,True,False,0,0,0,0,0,False
5321,5686,Lix Cry,Mars,55 Cancri e,F,262,S,44,False,False,2267,0,107,0,0,False
5322,5686,Pil Cry,Mars,55 Cancri e,D,180,P,25,False,False,1410,123,26,9,812,False
5323,5687,Erie Mccarry,Earth,TRAPPIST-1e,F,1179,P,15,False,False,348,1627,0,0,0,False
5324,5688,Isaacy Newtontoss,Earth,TRAPPIST-1e,F,1084,S,20,False,False,12,177,1110,0,0,True
5325,5689,Raceky Scotterkins,Earth,TRAPPIST-1e,F,1180,P,34,False,False,233,0,0,1054,156,False
5326,5692,Mele Madan,Mars,TRAPPIST-1e,E,360,P,23,False,False,821,0,863,664,0,False
5327,5693,Hellia Blacks,Earth,TRAPPIST-1e,F,1087,S,45,False,False,0,0,2332,84,0,True
5328,5695,Brene Collinson,Earth,TRAPPIST-1e,G,922,S,39,True,False,0,0,0,0,0,True
5329,5696,Janney Mcgoway,Earth,PSO J318.5-22,G,911,P,33,True,False,0,0,0,0,0,True
5330,5698,Natha Mulley,Earth,TRAPPIST-1e,F,1088,S,14,False,False,0,0,325,247,305,False
5331,5698,Tinez Yorkland,Earth,TRAPPIST-1e,G,923,S,26,False,False,178,0,3,0,704,True
5332,5700,Coreen Ricks,Earth,TRAPPIST-1e,G,924,S,47,True,False,0,0,0,0,0,True
5333,5701,Caper Fincy,Mars,TRAPPIST-1e,D,173,S,54,True,False,0,0,0,0,0,True
5334,5702,Katiey Estron,Earth,55 Cancri e,G,912,P,28,True,False,0,0,0,0,0,True
5335,5704,Melara Callowery,Earth,TRAPPIST-1e,G,913,P,22,True,False,0,0,0,0,0,True
5336,5705,Letty Chanan,Earth,TRAPPIST-1e,G,925,S,17,True,False,0,0,0,0,0,True
5337,5706,Norahe Kerrealds,Earth,TRAPPIST-1e,F,1090,S,16,False,False,0,458,725,0,0,True
5338,5706,Tricki Marshopper,Earth,TRAPPIST-1e,G,926,S,9,False,False,0,0,0,0,127,True
5339,5707,Emmax Alvasquez,Earth,TRAPPIST-1e,F,1091,S,15,False,False,0,0,973,29,0,True
5340,5709,Asellum Amblereld,Europa,TRAPPIST-1e,C,215,S,33,False,False,0,4372,0,4103,0,True
5341,5710,Jeanie Sterson,Earth,TRAPPIST-1e,F,1092,S,61,False,False,0,166,1080,0,16,True
5342,5711,Daryla Mullericer,Earth,TRAPPIST-1e,F,1183,P,19,False,False,0,0,0,692,164,False
5343,5712,Dabik Mostedry,Europa,TRAPPIST-1e,E,371,S,61,True,False,0,0,0,0,0,True
5344,5713,Lawren Blangibson,Earth,TRAPPIST-1e,G,915,P,42,False,False,0,29,317,434,45,True
5345,5714,Katen Farleyatton,Earth,TRAPPIST-1e,G,916,P,4,False,False,0,0,0,0,0,False
5346,5714,Rayle Farleyatton,Earth,TRAPPIST-1e,G,916,P,12,False,False,0,0,0,0,0,True
5347,5714,Bobina Hamcmahon,Earth,TRAPPIST-1e,G,916,P,0,False,False,0,0,0,0,0,True
5348,5714,Sanda Hamcmahon,Earth,TRAPPIST-1e,G,916,P,19,True,False,0,0,0,0,0,True
5349,5714,Robyna Hamcmahon,Earth,TRAPPIST-1e,G,916,P,2,True,False,0,0,0,0,0,True
5350,5716,Gabrin Jimes,Earth,PSO J318.5-22,F,1093,S,29,False,False,0,173,0,0,1155,True
5351,5717,Wardan Fowles,Earth,TRAPPIST-1e,G,917,P,59,False,False,0,664,0,144,141,True
5352,5718,Racyle Kaney,Earth,TRAPPIST-1e,G,927,S,20,True,False,0,0,0,0,0,True
5353,5719,Ireen Tranciams,Earth,TRAPPIST-1e,G,918,P,70,False,False,390,0,0,0,518,True
5354,5719,Min Tranciams,Earth,TRAPPIST-1e,G,918,P,3,True,False,0,0,0,0,0,False
5355,5721,Giedia Mostedry,Europa,TRAPPIST-1e,B,219,S,37,True,False,0,0,0,0,0,True
5356,5721,Scellus Mostedry,Europa,TRAPPIST-1e,B,219,S,58,False,False,0,1975,598,7,3726,False
5357,5722,Joyces Ington,Earth,TRAPPIST-1e,G,928,S,44,False,False,69,0,17,176,2105,False
5358,5723,Quakes Puff,Mars,TRAPPIST-1e,E,372,S,24,True,False,0,0,0,0,0,False
5359,5724,Eduard Sweenez,Earth,PSO J318.5-22,G,919,P,20,True,False,0,0,0,0,0,True
5360,5725,Clindy Joycerton,Earth,TRAPPIST-1e,F,1094,S,24,False,False,156,0,364,489,383,True
5361,5726,Bottom Dindeng,Europa,55 Cancri e,B,192,P,27,True,False,0,0,0,0,0,True
5362,5727,Kenny Santin,Earth,55 Cancri e,G,920,P,28,False,False,0,0,0,711,0,False
5363,5728,Jodia Wolferguson,Earth,TRAPPIST-1e,F,1185,P,24,False,False,0,217,0,77,510,False
5364,5729,Honjay Merie,Mars,TRAPPIST-1e,F,1186,P,29,True,False,0,0,0,0,0,True
5365,5730,Karlen Moodman,Earth,TRAPPIST-1e,F,1187,P,25,False,False,2029,1,0,0,121,False
5366,5732,Brancy Ocherman,Earth,TRAPPIST-1e,G,921,P,20,False,False,0,0,53,2,754,False
5367,5733,Billia Kerrealds,Earth,55 Cancri e,G,922,P,34,False,False,0,1745,6,5,37,True
5368,5733,Tricky Buckeelez,Earth,TRAPPIST-1e,F,1188,P,28,False,False,0,0,0,1191,109,False
5369,5735,Myrace Peterstarks,Earth,TRAPPIST-1e,E,362,P,55,True,False,0,0,0,0,0,True
5370,5736,Ton Maynardner,Earth,TRAPPIST-1e,F,1189,P,23,True,False,1,869,1,0,618,False
5371,5737,Mintard Inicont,Europa,TRAPPIST-1e,C,216,S,39,False,False,0,11856,13,39,3,True
5372,5737,Lesaton Inicont,Europa,TRAPPIST-1e,C,216,S,35,False,False,0,7636,0,353,705,True
5373,5738,Ritany Morelly,Earth,TRAPPIST-1e,G,929,S,18,True,False,0,0,0,0,0,True
5374,5739,Courta Cleminglas,Earth,TRAPPIST-1e,G,930,S,20,True,False,0,0,0,0,0,True
5375,5740,Minopus Cattle,Europa,TRAPPIST-1e,A,52,P,42,False,False,0,16,0,144,7492,False
5376,5740,Unukath Alaxed,Europa,55 Cancri e,A,52,P,32,False,False,70,764,724,547,1297,False
5377,5742,Ger Rigginsen,Earth,55 Cancri e,F,1096,S,50,False,False,57,29,0,0,643,False
5378,5744,Felice Hinglendez,Earth,TRAPPIST-1e,G,931,S,23,False,False,0,37,859,9,1,True
5379,5746,Rica Vandan,Earth,TRAPPIST-1e,G,932,S,19,False,False,0,0,0,5381,139,False
5380,5747,Troya Hallahaney,Earth,TRAPPIST-1e,F,1192,P,29,False,False,715,47,0,0,0,False
5381,5748,Sterfik Gealloyalt,Europa,TRAPPIST-1e,A,53,P,35,False,True,247,436,459,1,1984,False
5382,5750,Herina Parklaney,Earth,TRAPPIST-1e,E,363,P,18,False,False,0,625,0,0,356,False
5383,5751,Phargak Springht,Earth,PSO J318.5-22,G,924,P,24,False,False,160,20,39,552,1,False
5384,5755,Loreen Cardner,Earth,TRAPPIST-1e,G,933,S,23,False,False,88,0,586,0,0,True
5385,5756,Card Dicksons,Earth,TRAPPIST-1e,F,1194,P,51,False,False,542,0,360,0,0,False
5386,5756,Billia Briggston,Earth,TRAPPIST-1e,F,1194,P,42,False,False,439,0,0,0,254,False
5387,5756,Inerry Briggston,Earth,PSO J318.5-22,F,1194,P,19,False,False,5,0,0,716,0,False
5388,5756,Jumars Must,Earth,TRAPPIST-1e,F,1194,P,23,True,False,0,0,0,0,0,False
5389,5756,Fery Briggston,Earth,TRAPPIST-1e,F,1194,P,19,True,False,0,0,0,6715,0,True
5390,5756,Karena Briggston,Earth,PSO J318.5-22,F,1194,P,22,False,False,158,0,476,0,26,False
5391,5756,Shanie Garden,Earth,TRAPPIST-1e,F,958,P,25,False,False,12,6,2817,342,0,False
5392,5756,Wenise Briggston,Earth,PSO J318.5-22,F,1194,P,31,False,False,11,0,0,1912,1120,False
5393,5757,Dianya Salin,Earth,TRAPPIST-1e,F,1195,P,23,False,False,0,0,0,558,1,False
5394,5758,Heidie Mcguirez,Earth,TRAPPIST-1e,G,934,S,22,True,False,0,0,0,0,0,True
5395,5761,Weino Icablebat,Europa,TRAPPIST-1e,B,220,S,55,True,False,0,0,0,0,0,True
5396,5763,Andan Alentonway,Earth,TRAPPIST-1e,F,1099,S,40,False,False,0,0,56,1,642,False
5397,5763,Erick Alentonway,Earth,TRAPPIST-1e,F,1099,S,24,False,False,1282,0,0,838,193,False
5398,5764,Shery Nolds,Earth,TRAPPIST-1e,F,1100,S,25,False,False,0,0,1037,8,1,True
5399,5765,Altairk Heermy,Europa,TRAPPIST-1e,C,181,P,42,False,False,0,1871,0,570,199,False
5400,5767,Jonaye Josesh,Earth,PSO J318.5-22,G,936,S,33,True,False,0,0,0,0,0,True
5401,5768,Gatrino Cattle,Europa,TRAPPIST-1e,B,193,P,54,True,False,0,0,0,0,0,True
5402,5768,Izarfik Cattle,Europa,55 Cancri e,B,193,P,22,True,False,0,0,0,0,0,True
5403,5769,Menkard Oppont,Europa,TRAPPIST-1e,B,194,P,22,True,False,0,0,0,0,0,True
5404,5769,Muonon Oppont,Europa,55 Cancri e,B,194,P,19,True,False,0,0,0,0,0,True
5405,5771,Sanda Fielson,Earth,TRAPPIST-1e,G,937,S,47,False,False,0,868,0,4,124,True
5406,5772,Vuls Sidne,Mars,55 Cancri e,F,1197,P,23,False,False,610,858,75,1358,0,False
5407,5773,Bosonan Sciatberit,Europa,55 Cancri e,C,217,S,61,True,False,0,0,0,0,0,True
5408,5776,Luise Saundez,Earth,TRAPPIST-1e,F,1102,S,21,False,False,0,128,209,4,383,False
5409,5777,Katen River,Earth,PSO J318.5-22,F,1199,P,46,False,False,559,25,38,22,765,False
5410,5778,Verney Pernard,Earth,TRAPPIST-1e,G,926,P,36,False,False,0,0,0,0,907,False
5411,5779,Glene Simsey,Earth,TRAPPIST-1e,G,938,S,15,False,False,0,706,0,29,0,True
5412,5780,Genif Ousious,Europa,TRAPPIST-1e,B,195,P,33,False,False,2233,6408,0,23,273,True
5413,5780,Hallux Ousious,Europa,TRAPPIST-1e,B,195,P,35,True,False,0,0,0,0,0,True
5414,5780,Betenar Ousious,Europa,55 Cancri e,B,195,P,21,True,False,0,0,0,0,0,True
5415,5781,Nichad Harley,Earth,55 Cancri e,F,1200,P,21,False,False,0,0,0,1,594,False
5416,5783,Alendy Scottuez,Earth,55 Cancri e,F,1201,P,43,False,False,0,1197,0,223,1,True
5417,5785,Dwin Mcgoway,Earth,PSO J318.5-22,F,1104,S,34,False,False,571,0,0,0,0,False
5418,5786,Alfrey Sarios,Earth,PSO J318.5-22,G,928,P,47,False,False,14,3,0,1720,0,False
5419,5788,Ves Birte,Mars,TRAPPIST-1e,F,1105,S,27,False,False,850,0,681,1,0,True
5420,5790,Markard Distured,Europa,TRAPPIST-1e,C,218,S,46,False,False,0,1068,945,2587,811,False
5421,5791,Earlie Sancasey,Earth,TRAPPIST-1e,G,941,S,46,False,False,183,7,637,182,5,True
5422,5792,Eltares Subwor,Europa,55 Cancri e,B,196,P,40,False,False,0,3338,0,6344,199,False
5423,5793,Dhenah Gloyanthy,Europa,55 Cancri e,E,375,S,59,True,False,0,0,0,0,0,True
5424,5794,Winopus Shoeweely,Europa,TRAPPIST-1e,D,182,P,45,False,False,0,1202,149,1472,3379,False
5425,5795,Evey Hodes,Earth,PSO J318.5-22,F,1106,S,19,False,False,0,95,595,0,0,True
5426,5796,Grog Pre,Mars,TRAPPIST-1e,F,1107,S,32,False,False,6769,0,0,113,1,False
5427,5799,Cruts Cres,Mars,55 Cancri e,F,1108,S,39,True,False,0,0,0,0,0,True
5428,5800,Belly Llobsoney,Earth,TRAPPIST-1e,F,1203,P,40,False,False,661,0,830,0,6,False
5429,5802,Terry Killé,Mars,TRAPPIST-1e,D,175,S,44,False,False,815,219,22,0,0,True
5430,5804,Allyn Simpsonks,Earth,TRAPPIST-1e,G,933,P,26,True,False,0,0,0,0,0,False
5431,5806,Philda Snowaney,Earth,TRAPPIST-1e,F,1109,S,22,False,False,514,0,2,129,583,False
5432,5808,Keitha Josey,Earth,TRAPPIST-1e,G,934,P,2,False,False,0,0,0,0,0,False
5433,5808,Ferry Josey,Earth,TRAPPIST-1e,F,1204,P,18,False,False,0,3,41,359,393,False
5434,5808,Haryn Josey,Earth,TRAPPIST-1e,F,1204,P,53,False,False,751,0,0,7,0,False
5435,5809,Violan Clemondsey,Earth,TRAPPIST-1e,F,1205,P,22,False,False,104,511,254,425,4,False
5436,5809,Eilan Clemondsey,Earth,TRAPPIST-1e,F,1205,P,46,False,False,0,98,2077,0,0,True
5437,5810,Valey Chapmaney,Earth,TRAPPIST-1e,G,935,P,28,True,False,0,0,0,0,0,True
5438,5810,Annez Chapmaney,Mars,TRAPPIST-1e,E,366,P,31,False,False,0,1489,68,6,0,True
5439,5811,Haldah Fulatorly,Europa,55 Cancri e,A,54,P,36,False,False,1,4058,95,0,2109,False
5440,5811,Sadlam Fulatorly,Europa,55 Cancri e,A,54,P,46,False,False,35,3953,0,2108,0,True
5441,5812,Holey Domington,Earth,TRAPPIST-1e,G,943,S,0,True,False,0,0,0,0,0,True
5442,5812,Garry Domington,Earth,TRAPPIST-1e,G,943,S,3,False,False,0,0,0,0,0,True
5443,5812,Evaned Domington,Earth,TRAPPIST-1e,G,943,S,12,True,False,0,0,0,0,0,True
5444,5812,Ireen Domington,Earth,TRAPPIST-1e,G,943,S,2,True,False,0,0,0,0,0,True
5445,5812,Dian Domington,Earth,TRAPPIST-1e,G,943,S,41,True,False,0,0,0,0,0,True
5446,5812,Karena Domington,Earth,55 Cancri e,G,943,S,11,True,False,0,0,0,0,0,True
5447,5813,Coreee Hortis,Earth,TRAPPIST-1e,G,936,P,41,True,False,0,0,0,0,0,True
5448,5814,Prabon Bine,Mars,TRAPPIST-1e,D,176,S,17,False,False,513,0,669,0,0,False
5449,5814,Fal Bine,Mars,55 Cancri e,D,176,S,21,True,False,0,0,0,0,0,True
5450,5814,Scers Bine,Mars,55 Cancri e,D,176,S,21,True,False,0,0,0,0,0,True
5451,5814,Honda Bine,Mars,TRAPPIST-1e,D,176,S,27,False,False,89,888,51,5,0,True
5452,5814,Caper Bine,Mars,TRAPPIST-1e,D,176,S,54,True,False,0,0,0,0,0,True
5453,5814,Feles Bine,Mars,TRAPPIST-1e,D,176,S,15,False,False,2309,0,1142,1,10,False
5454,5814,Naffsh Bine,Mars,TRAPPIST-1e,D,176,S,39,True,False,0,0,0,0,0,True
5455,5816,Armene Vines,Earth,TRAPPIST-1e,G,937,P,31,False,False,1,0,7,0,387,True
5456,5817,Alex Berle,Mars,TRAPPIST-1e,F,1111,S,28,True,False,0,0,0,0,0,True
5457,5818,Jeroy Mullericer,Earth,TRAPPIST-1e,G,938,P,21,False,False,3553,5,0,0,2,False
